epoch,train/episode,stats_o/std,test/episode,test/success_rate,train/success_rate,stats_g/mean,stats_o/mean,stats_g/std,test/mean_Q
76,7700.0,0.11401773,1540.0,0.675,0.44,0.84504366,0.20460191,0.10606862,-7.331677
77,7800.0,0.11426216,1560.0,0.7749999999999999,0.495,0.8450002,0.20458063,0.106216066,-6.2438
78,7900.0,0.11450053,1580.0,0.7,0.49,0.8450477,0.20461275,0.10634297,-8.3821335
79,8000.0,0.11475467,1600.0,0.7,0.53,0.8450899,0.20457043,0.106434636,-7.1352367
80,8100.0,0.114969365,1620.0,0.825,0.55,0.84498554,0.20453592,0.106619954,-5.136673
81,8200.0,0.11512337,1640.0,0.75,0.45999999999999996,0.8449688,0.20444182,0.10677365,-5.980733
82,8300.0,0.11529347,1660.0,0.75,0.52,0.84498876,0.2044849,0.106759556,-4.725085
83,8400.0,0.11534947,1680.0,0.775,0.565,0.8450873,0.20442572,0.10673652,-4.4431925
84,8500.0,0.11532505,1700.0,0.675,0.5,0.84514934,0.20439242,0.10677988,-6.073405
85,8600.0,0.11543109,1720.0,0.8,0.5449999999999999,0.8451864,0.2043166,0.10678935,-3.521336
86,8700.0,0.11543419,1740.0,0.775,0.5700000000000001,0.84530526,0.20427006,0.106725514,-4.588176
87,8800.0,0.1154101,1760.0,0.85,0.56,0.84535056,0.20426534,0.10669815,-2.4240727
88,8900.0,0.11542978,1780.0,0.825,0.525,0.84540087,0.20427209,0.10678375,-3.1946225
89,9000.0,0.11549141,1800.0,0.825,0.48,0.8454888,0.20428076,0.106897496,-3.3508832
90,9100.0,0.11553087,1820.0,0.675,0.565,0.8455258,0.20424664,0.106920004,-3.9229007
91,9200.0,0.1154789,1840.0,0.825,0.5349999999999999,0.84557587,0.20424956,0.10693123,-2.5255456
92,9300.0,0.11552452,1860.0,0.75,0.55,0.845639,0.20427963,0.1069831,-3.3664613
93,9400.0,0.11553913,1880.0,0.875,0.635,0.8457048,0.20428547,0.10695153,-1.9172542
94,9500.0,0.11550663,1900.0,0.75,0.565,0.84575444,0.20426008,0.106954515,-3.2784278
95,9600.0,0.11554184,1920.0,0.8,0.57,0.8458245,0.20428163,0.10690252,-2.474783
96,9700.0,0.11556153,1940.0,0.8,0.49,0.845917,0.20430279,0.10689601,-2.9890828
97,9800.0,0.11556628,1960.0,0.8500000000000001,0.505,0.846034,0.20432915,0.106942765,-2.1207862
98,9900.0,0.115507476,1980.0,0.875,0.605,0.8461094,0.20435135,0.10692499,-1.6980982
99,10000.0,0.115476266,2000.0,0.85,0.565,0.8461588,0.20437069,0.10692277,-2.3171556
100,10100.0,0.115395695,2020.0,0.95,0.61,0.84619904,0.20439173,0.10689419,-1.1619711
101,10200.0,0.115354024,2040.0,0.9,0.5900000000000001,0.8462195,0.20439105,0.10694328,-1.3565435
102,10300.0,0.11528067,2060.0,0.825,0.585,0.8463122,0.20440693,0.10694126,-1.878346
103,10400.0,0.11532491,2080.0,0.825,0.5549999999999999,0.8464114,0.20442964,0.10694695,-1.8427067
104,10500.0,0.11536482,2100.0,0.875,0.565,0.84647685,0.20448156,0.107039034,-1.4287764
105,10600.0,0.11539494,2120.0,0.85,0.56,0.84650177,0.20449995,0.10708945,-1.3351936
106,10700.0,0.11533859,2140.0,0.85,0.6,0.84652734,0.20450196,0.10704874,-1.5401671
107,10800.0,0.115350254,2160.0,0.8500000000000001,0.555,0.84665066,0.20451792,0.10713321,-1.6436646
108,10900.0,0.11536626,2180.0,0.85,0.615,0.84674627,0.20458448,0.10714817,-2.3156114
109,11000.0,0.115350254,2200.0,0.85,0.625,0.84679085,0.20457232,0.10717952,-2.067183
110,11100.0,0.11533806,2220.0,0.925,0.595,0.84689254,0.20461148,0.10714215,-1.0166868
111,11200.0,0.1153631,2240.0,0.925,0.575,0.84695673,0.20461997,0.107219614,-1.1030202
112,11300.0,0.11529092,2260.0,0.925,0.5700000000000001,0.8470761,0.20465083,0.10722651,-1.1122432
113,11400.0,0.11522376,2280.0,0.975,0.605,0.8471505,0.2046769,0.10716767,-0.86619693
114,11500.0,0.115218766,2300.0,0.875,0.62,0.84713966,0.20469974,0.10716829,-1.6387103
115,11600.0,0.115144566,2320.0,0.95,0.615,0.8471768,0.2047273,0.1071525,-1.0778551
116,11700.0,0.11510125,2340.0,0.95,0.63,0.84719396,0.20477776,0.10710006,-1.0711437
117,11800.0,0.115052775,2360.0,0.875,0.61,0.8472207,0.2048211,0.10712558,-1.3513196
118,11900.0,0.11510589,2380.0,0.875,0.57,0.8473126,0.20484854,0.107249,-1.4110317
119,12000.0,0.11509573,2400.0,0.8999999999999999,0.63,0.8473838,0.20487422,0.10724882,-1.100525
120,12100.0,0.11504349,2420.0,0.875,0.515,0.8474439,0.20490856,0.10735899,-1.4110817
121,12200.0,0.115032285,2440.0,0.95,0.5700000000000001,0.84752417,0.20491865,0.10739567,-1.0536027
122,12300.0,0.11499919,2460.0,0.95,0.5800000000000001,0.8475594,0.2049325,0.10739239,-1.1964408
123,12400.0,0.115024544,2480.0,0.925,0.63,0.8476546,0.2049544,0.10741403,-1.3034737
124,12500.0,0.11501146,2500.0,0.8999999999999999,0.575,0.8477025,0.20495178,0.10744246,-1.4323404
125,12600.0,0.11498478,2520.0,0.8500000000000001,0.58,0.8477905,0.20498091,0.10742382,-1.3620007
126,12700.0,0.11500881,2540.0,0.975,0.615,0.8478625,0.20499787,0.10745161,-0.88645744
127,12800.0,0.11497263,2560.0,0.975,0.565,0.8479323,0.20502715,0.10743899,-1.70776
128,12900.0,0.11491159,2580.0,0.875,0.61,0.84797186,0.20504998,0.10744386,-1.4018564
129,13000.0,0.11491207,2600.0,0.95,0.61,0.8480193,0.20507132,0.107496105,-1.172596
130,13100.0,0.11486372,2620.0,0.975,0.5449999999999999,0.8480707,0.20506711,0.107490934,-1.0267088
131,13200.0,0.11487419,2640.0,0.95,0.575,0.8481261,0.2050724,0.10756221,-0.7810587
132,13300.0,0.11484482,2660.0,0.8999999999999999,0.585,0.8481769,0.2051008,0.10752812,-1.0061784
133,13400.0,0.11490543,2680.0,0.9,0.535,0.84824795,0.20513012,0.107591875,-1.0097646
134,13500.0,0.11487608,2700.0,0.8999999999999999,0.64,0.8483288,0.20513175,0.10760331,-1.3121566
135,13600.0,0.114927724,2720.0,1.0,0.58,0.84834677,0.20515662,0.1076985,-0.8791245
136,13700.0,0.114959754,2740.0,1.0,0.565,0.84836084,0.2051766,0.10774509,-0.9462743
137,13800.0,0.114993334,2760.0,0.975,0.55,0.848427,0.20519985,0.10774541,-1.0200629
138,13900.0,0.114970356,2780.0,0.95,0.55,0.848432,0.20520224,0.10771543,-1.0640543
139,14000.0,0.11492991,2800.0,1.0,0.605,0.8484502,0.20522624,0.107657254,-0.7626252
140,14100.0,0.114951074,2820.0,0.95,0.6,0.8484854,0.20523353,0.107631646,-1.0558345
141,14200.0,0.11492565,2840.0,0.95,0.55,0.8485184,0.20523995,0.1076281,-1.0871556
142,14300.0,0.11495712,2860.0,0.875,0.56,0.8486063,0.20526567,0.107616685,-1.1572332
143,14400.0,0.114988945,2880.0,0.95,0.565,0.8486502,0.20528847,0.107649796,-1.1157697
144,14500.0,0.11499806,2900.0,0.925,0.575,0.84869987,0.20528704,0.10766954,-1.2781806
145,14600.0,0.11492793,2920.0,0.975,0.6,0.8487566,0.20531422,0.107643776,-1.2243551
146,14700.0,0.11487629,2940.0,0.95,0.685,0.84877163,0.20533518,0.10757407,-1.1155262
147,14800.0,0.11484649,2960.0,0.95,0.56,0.84882766,0.20535688,0.1075266,-0.94052917
148,14900.0,0.114829205,2980.0,0.975,0.54,0.84888715,0.20536537,0.10754073,-1.0953176
149,15000.0,0.114851475,3000.0,0.975,0.5549999999999999,0.8488975,0.20537956,0.10752431,-1.0892187
150,15100.0,0.11486712,3020.0,0.95,0.56,0.848952,0.20541397,0.107571006,-0.98185116
151,15200.0,0.11482812,3040.0,0.925,0.575,0.8489972,0.20544556,0.1075624,-1.0502406
152,15300.0,0.114833176,3060.0,0.95,0.53,0.84904957,0.2054732,0.10757324,-0.94274074
153,15400.0,0.11484525,3080.0,1.0,0.505,0.8491039,0.20549427,0.107550256,-0.83577764
154,15500.0,0.11482328,3100.0,0.95,0.585,0.84911805,0.2055213,0.10753772,-1.1571678
155,15600.0,0.114795774,3120.0,1.0,0.565,0.8491406,0.20555913,0.107515156,-0.91897285
156,15700.0,0.114756525,3140.0,0.95,0.6000000000000001,0.84914595,0.20559004,0.107488036,-1.338363
157,15800.0,0.11475732,3160.0,0.975,0.565,0.8491904,0.20560545,0.10746905,-0.966805
158,15900.0,0.11475396,3180.0,0.925,0.49,0.84921855,0.20563503,0.10740409,-1.0266479
159,16000.0,0.114797026,3200.0,0.975,0.51,0.8492677,0.2056655,0.10739738,-1.2939625
160,16100.0,0.114778854,3220.0,0.925,0.575,0.8492923,0.20570257,0.10736227,-1.0980157
161,16200.0,0.11474259,3240.0,0.975,0.545,0.8493001,0.2057222,0.10734243,-1.0594065
162,16300.0,0.11471629,3260.0,1.0,0.5800000000000001,0.84931827,0.20573582,0.10732473,-1.0831339
163,16400.0,0.114651956,3280.0,0.95,0.5700000000000001,0.8493641,0.2057465,0.107289515,-0.99887633
164,16500.0,0.1146403,3300.0,0.925,0.525,0.8493955,0.20575768,0.10723766,-1.1096661
165,16600.0,0.114649735,3320.0,0.925,0.59,0.84944147,0.20577064,0.10729104,-0.82477486
166,16700.0,0.11462972,3340.0,0.8999999999999999,0.585,0.84950256,0.20577183,0.107248195,-1.1493781
167,16800.0,0.11459296,3360.0,0.95,0.49,0.8495586,0.20579638,0.10718573,-1.2105868
168,16900.0,0.114580065,3380.0,0.95,0.575,0.8496232,0.20582062,0.10718892,-0.82448304
169,17000.0,0.11460659,3400.0,0.975,0.515,0.84965354,0.20583355,0.10721681,-1.1474376
170,17100.0,0.11457567,3420.0,0.875,0.505,0.8497019,0.20587406,0.10721376,-1.1464472
171,17200.0,0.11453008,3440.0,0.95,0.58,0.84973574,0.20587744,0.10720259,-1.063124
172,17300.0,0.11450326,3460.0,0.95,0.585,0.84978515,0.20589194,0.10716928,-1.0609698
173,17400.0,0.11447784,3480.0,0.975,0.555,0.8498082,0.2059014,0.107138425,-1.0229493
174,17500.0,0.11444592,3500.0,0.95,0.52,0.84984714,0.20590709,0.107114196,-0.98798543
175,17600.0,0.11439596,3520.0,0.975,0.545,0.8498606,0.20590638,0.10708946,-0.95846474
176,17700.0,0.114391126,3540.0,1.0,0.5,0.84991217,0.20591597,0.1070985,-0.85187113
177,17800.0,0.11437682,3560.0,0.975,0.515,0.84996724,0.20592982,0.107114434,-1.0361574
178,17900.0,0.11432289,3580.0,0.925,0.525,0.8499792,0.20595361,0.1070799,-1.3082759
179,18000.0,0.11430135,3600.0,0.975,0.54,0.85002923,0.20597383,0.10704323,-1.1076336
180,18100.0,0.1142932,3620.0,0.95,0.56,0.8500612,0.205982,0.1070049,-1.2190981
181,18200.0,0.11426775,3640.0,0.975,0.5449999999999999,0.85012835,0.20600048,0.107021004,-1.1041869
182,18300.0,0.114247866,3660.0,0.975,0.55,0.8501522,0.20602249,0.106951445,-0.947572
183,18400.0,0.11427617,3680.0,0.95,0.5449999999999999,0.8502099,0.20603397,0.1070131,-0.99465644
184,18500.0,0.114305295,3700.0,0.925,0.44999999999999996,0.8502264,0.20605491,0.107023604,-1.1382606
185,18600.0,0.114314884,3720.0,0.95,0.475,0.850241,0.20605987,0.10704026,-1.1099582
186,18700.0,0.1142734,3740.0,0.975,0.58,0.8502808,0.20609006,0.10702749,-1.1831982
187,18800.0,0.11427848,3760.0,0.925,0.5,0.8502708,0.20609023,0.10701867,-0.9714291
188,18900.0,0.114243366,3780.0,0.95,0.56,0.8503129,0.20609955,0.1070256,-1.0152168
189,19000.0,0.11421516,3800.0,0.975,0.495,0.85032934,0.20610742,0.10704038,-0.9723056
190,19100.0,0.114172354,3820.0,1.0,0.54,0.85035104,0.20613085,0.10705467,-1.0701702
191,19200.0,0.114193276,3840.0,0.95,0.535,0.850373,0.20612466,0.107066475,-1.1779509
192,19300.0,0.114190005,3860.0,0.975,0.54,0.85039634,0.20614146,0.10709196,-0.9543988
193,19400.0,0.11418934,3880.0,0.875,0.585,0.8503902,0.20613961,0.1070941,-1.116842
194,19500.0,0.11416326,3900.0,0.925,0.575,0.85041636,0.20616417,0.10706518,-1.1823857
195,19600.0,0.11411157,3920.0,0.975,0.5549999999999999,0.850463,0.20617703,0.10701727,-0.96375746
196,19700.0,0.11410121,3940.0,0.95,0.545,0.8505085,0.20618972,0.1070187,-2.0113423
197,19800.0,0.114101365,3960.0,0.9,0.5,0.8505419,0.20618324,0.107042365,-1.2207062
198,19900.0,0.114110686,3980.0,1.0,0.61,0.85056466,0.20619059,0.10703563,-0.99475706
199,20000.0,0.114098445,4000.0,0.975,0.495,0.85059834,0.20621222,0.10700631,-0.9627504
