epoch,stats_o/std,stats_o/mean,test/episode,stats_g/std,test/success_rate,train/success_rate,stats_g/mean,test/mean_Q,train/episode
266,0.10266828,0.18304339,5340.0,0.18467766,0.25,0.125,0.79911584,-11.498623,5340.0
267,0.10271505,0.18303892,5360.0,0.18467283,0.55,0.2,0.79915094,-14.531294,5360.0
268,0.10289302,0.18304725,5380.0,0.18478441,0.2,0.15,0.7991838,-14.240605,5380.0
269,0.10295415,0.18307213,5400.0,0.18471831,0.5,0.1,0.7992323,-12.878388,5400.0
270,0.10297813,0.18306778,5420.0,0.18487765,0.50,0.1,0.7993002,-13.072524,5420.0
271,0.102942474,0.18310842,5440.0,0.18477573,0.5,0.175,0.79939526,-10.727449,5440.0
272,0.10292524,0.18312535,5460.0,0.18471576,0.45,0.175,0.79952806,-11.492958,5460.0
273,0.102969676,0.18313,5480.0,0.18469071,0.375,0.175,0.79972345,-11.374872,5480.0
274,0.10295462,0.1831544,5500.0,0.18470328,0.35,0.2,0.79977185,-11.319346,5500.0
275,0.102929704,0.1831604,5520.0,0.18459068,0.30,0.275,0.7998497,-13.535593,5520.0
276,0.10299243,0.18317105,5540.0,0.184666,0.45,0.2,0.79993725,-13.366331,5540.0
277,0.102982074,0.18317284,5560.0,0.18461995,0.3,0.175,0.7999398,-14.887739,5560.0
278,0.1029955,0.18322806,5580.0,0.18459636,0.3,0.175,0.80010456,-14.214342,5580.0
279,0.10304564,0.18321574,5600.0,0.1844696,0.475,0.2,0.80008906,-13.241826,5600.0
280,0.10305735,0.18321362,5620.0,0.1844893,0.22499999999999998,0.175,0.8001351,-14.4050455,5620.0
281,0.103008166,0.18323791,5640.0,0.1844282,0.275,0.1,0.8002109,-13.078572,5640.0
282,0.10299474,0.18323237,5660.0,0.18441093,0.40,0.175,0.80014914,-11.292383,5660.0
283,0.10294294,0.18325116,5680.0,0.18433714,0.2,0.075,0.8002944,-12.836314,5680.0
284,0.10301772,0.18325296,5700.0,0.1843332,0.3,0.15000000000000002,0.8003521,-11.910754,5700.0
285,0.103051655,0.1832548,5720.0,0.18427993,0.50,0.15000000000000002,0.8004063,-14.199813,5720.0
286,0.103011444,0.1832641,5740.0,0.18415807,0.4,0.175,0.8005343,-11.321619,5740.0
287,0.10297179,0.18327871,5760.0,0.18404825,0.42500000000000004,0.15000000000000002,0.80061156,-13.449188,5760.0
288,0.103040464,0.18328771,5780.0,0.1841131,0.60,0.2,0.8006606,-12.999495,5780.0
289,0.10299638,0.18330361,5800.0,0.1840022,0.4,0.175,0.8007594,-15.281434,5800.0
290,0.102988385,0.18329293,5820.0,0.18397976,0.40,0.2,0.80073625,-11.7211895,5820.0
291,0.10296832,0.18329312,5840.0,0.18390422,0.4,0.175,0.8008434,-16.90578,5840.0
292,0.10310693,0.18328524,5860.0,0.183991,0.44999999999999996,0.175,0.8008663,-12.144532,5860.0
293,0.10310207,0.18329261,5880.0,0.18398489,0.55,0.2,0.8009438,-11.174927,5880.0
294,0.1031117,0.1833418,5900.0,0.1839463,0.35,0.125,0.8010873,-14.557951,5900.0
295,0.103137024,0.18337053,5920.0,0.18395741,0.525,0.22499999999999998,0.8012422,-10.703518,5920.0
296,0.10316146,0.1833858,5940.0,0.18391536,0.40,0.1,0.80139595,-14.975155,5940.0
297,0.10310095,0.18340623,5960.0,0.18378873,0.55,0.275,0.80152375,-11.677083,5960.0
298,0.103052415,0.18341988,5980.0,0.18373396,0.5,0.225,0.80163103,-13.0139065,5980.0
299,0.10299502,0.18344015,6000.0,0.18357404,0.5,0.125,0.80171674,-15.321365,6000.0
300,0.10297858,0.18345153,6020.0,0.18358003,0.275,0.275,0.80180365,-11.851619,6020.0
301,0.10300484,0.18347673,6040.0,0.18369095,0.55,0.1,0.8019252,-12.479871,6040.0
302,0.10298461,0.18345465,6060.0,0.1837198,0.45,0.22499999999999998,0.80194145,-11.749333,6060.0
303,0.10295128,0.18346576,6080.0,0.18363516,0.65,0.15000000000000002,0.80201626,-12.166399,6080.0
304,0.10293262,0.18347307,6100.0,0.18361811,0.375,0.15,0.8020322,-13.230619,6100.0
305,0.10293933,0.18348421,6120.0,0.18364002,0.3,0.15,0.80208755,-11.516069,6120.0
306,0.10306376,0.18348345,6140.0,0.1837818,0.35,0.15000000000000002,0.8021099,-14.000224,6140.0
307,0.1030361,0.18350473,6160.0,0.18372758,0.45,0.25,0.80218625,-13.992272,6160.0
308,0.10301429,0.1834972,6180.0,0.18364727,0.60,0.15000000000000002,0.8022087,-14.97472,6180.0
309,0.10308614,0.18350202,6200.0,0.18359731,0.50,0.175,0.8022421,-12.6810055,6200.0
310,0.10307117,0.18349636,6220.0,0.18354155,0.55,0.15,0.80233455,-12.338043,6220.0
311,0.10303428,0.1834901,6240.0,0.18350597,0.35,0.175,0.8023984,-14.308691,6240.0
312,0.103060156,0.18350813,6260.0,0.18351865,0.5,0.2,0.80247664,-12.351349,6260.0
313,0.10307269,0.1835257,6280.0,0.18351488,0.50,0.075,0.8025053,-15.038498,6280.0
314,0.10313522,0.18352897,6300.0,0.18354481,0.50,0.125,0.8025508,-14.412071,6300.0
315,0.10324605,0.18354906,6320.0,0.18351246,0.3,0.175,0.8026441,-11.978348,6320.0
316,0.10328618,0.18356247,6340.0,0.1835295,0.525,0.25,0.80272835,-11.136957,6340.0
317,0.10335179,0.1835639,6360.0,0.18353479,0.575,0.1,0.80274874,-12.659513,6360.0
318,0.10336005,0.18357372,6380.0,0.18350542,0.4,0.125,0.80276823,-11.216843,6380.0
319,0.10335183,0.18360943,6400.0,0.18345714,0.475,0.225,0.8029553,-13.9859295,6400.0
320,0.1033515,0.18362753,6420.0,0.18345183,0.4,0.125,0.8029955,-12.652458,6420.0
321,0.1033883,0.18366206,6440.0,0.1835074,0.40,0.2,0.80310184,-14.585414,6440.0
322,0.10346116,0.18367901,6460.0,0.18354714,0.5,0.15000000000000002,0.8031475,-18.572632,6460.0
323,0.103622444,0.18367395,6480.0,0.183738,0.525,0.15000000000000002,0.8031158,-16.441504,6480.0
324,0.103615925,0.18370187,6500.0,0.18374906,0.375,0.175,0.8031309,-14.123215,6500.0
325,0.103584416,0.18372172,6520.0,0.18370558,0.475,0.15000000000000002,0.80326486,-14.555325,6520.0
326,0.10361888,0.18373954,6540.0,0.1837151,0.525,0.125,0.803329,-12.638218,6540.0
327,0.103672944,0.1837561,6560.0,0.18366449,0.60,0.2,0.80335706,-11.121887,6560.0
328,0.10364896,0.18375075,6580.0,0.18358888,0.375,0.175,0.8034262,-12.841143,6580.0
329,0.10372943,0.18375771,6600.0,0.18357281,0.30,0.125,0.80342144,-11.254373,6600.0
330,0.1037618,0.18376692,6620.0,0.18367165,0.55,0.175,0.80343986,-14.122761,6620.0
331,0.10380383,0.18377346,6640.0,0.18369143,0.3,0.07500000000000001,0.80346346,-15.085735,6640.0
332,0.10382021,0.18379788,6660.0,0.18371029,0.50,0.15,0.8035834,-13.050809,6660.0
333,0.10398944,0.18379873,6680.0,0.1838327,0.50,0.07500000000000001,0.80361277,-14.684229,6680.0
334,0.10404378,0.18379551,6700.0,0.18373108,0.375,0.1,0.80374026,-13.123734,6700.0
335,0.10402938,0.18381467,6720.0,0.18365419,0.50,0.22499999999999998,0.80383724,-13.5145035,6720.0
336,0.10408271,0.18381971,6740.0,0.18357573,0.30,0.275,0.8039085,-10.496328,6740.0
337,0.10409726,0.18385375,6760.0,0.18353073,0.60,0.25,0.80399674,-14.129478,6760.0
338,0.10409509,0.18386966,6780.0,0.18349247,0.4,0.15,0.8040566,-12.89619,6780.0
339,0.10411198,0.18390551,6800.0,0.1834579,0.35,0.1,0.8041203,-10.492648,6800.0
340,0.104145095,0.18390912,6820.0,0.18348491,0.6,0.07500000000000001,0.8041161,-15.527778,6820.0
341,0.10417447,0.18390764,6840.0,0.18345357,0.40,0.125,0.804189,-12.757616,6840.0
342,0.10423194,0.1839146,6860.0,0.18351288,0.45,0.175,0.80416447,-12.467997,6860.0
343,0.10423604,0.18392697,6880.0,0.18351524,0.525,0.07500000000000001,0.804163,-11.171081,6880.0
344,0.10421235,0.18393579,6900.0,0.18354087,0.40,0.1,0.8041566,-12.484997,6900.0
345,0.10423222,0.18393178,6920.0,0.18350755,0.45,0.15000000000000002,0.804128,-15.9277,6920.0
346,0.10426219,0.18394853,6940.0,0.18345772,0.625,0.175,0.80418444,-12.483371,6940.0
347,0.10431602,0.18397494,6960.0,0.18341859,0.525,0.2,0.8042257,-15.261557,6960.0
348,0.10439751,0.18399462,6980.0,0.18346673,0.625,0.2,0.8042307,-11.804466,6980.0
349,0.10438649,0.18399538,7000.0,0.18337165,0.55,0.2,0.8042412,-12.602848,7000.0
350,0.104368694,0.18401226,7020.0,0.18329756,0.5,0.125,0.80434865,-18.286888,7020.0
351,0.10440013,0.1839972,7040.0,0.18331707,0.45,0.075,0.8043317,-16.221106,7040.0
352,0.10434518,0.18400745,7060.0,0.1832338,0.6,0.175,0.80437,-12.790613,7060.0
353,0.10441277,0.18399945,7080.0,0.18334056,0.55,0.125,0.80434036,-15.730141,7080.0
354,0.104408674,0.18401232,7100.0,0.18331845,0.60,0.225,0.8043754,-15.446331,7100.0
355,0.10440649,0.18403845,7120.0,0.18330099,0.45,0.125,0.80440825,-13.669816,7120.0
356,0.104406215,0.18404578,7140.0,0.1833039,0.40,0.175,0.8044853,-15.806362,7140.0
357,0.10442445,0.18407127,7160.0,0.18327393,0.50,0.1,0.80456156,-10.468599,7160.0
358,0.104415804,0.1840902,7180.0,0.18328011,0.475,0.05,0.80464387,-14.869638,7180.0
359,0.104513556,0.184124,7200.0,0.18337388,0.35,0.1,0.80476475,-13.468848,7200.0
360,0.10457107,0.18413466,7220.0,0.18335612,0.55,0.175,0.80480677,-12.439817,7220.0
361,0.10467553,0.18414429,7240.0,0.18338068,0.30,0.25,0.80481476,-12.52714,7240.0
362,0.104682475,0.18416533,7260.0,0.18332185,0.60,0.175,0.80487996,-13.918104,7260.0
363,0.10474279,0.18418133,7280.0,0.18340503,0.30,0.22499999999999998,0.80492955,-11.841024,7280.0
364,0.10470336,0.184192,7300.0,0.18327695,0.40,0.25,0.8049652,-11.6285,7300.0
365,0.104688235,0.18419223,7320.0,0.183203,0.525,0.25,0.80498534,-11.984858,7320.0
366,0.104724616,0.18417929,7340.0,0.18328087,0.575,0.2,0.8049534,-14.735181,7340.0
367,0.104730405,0.18419176,7360.0,0.18326826,0.475,0.1,0.80500025,-12.808954,7360.0
368,0.1048261,0.18423437,7380.0,0.18333663,0.60,0.15000000000000002,0.8050305,-12.425599,7380.0
369,0.10487065,0.18424958,7400.0,0.1832716,0.425,0.3,0.8050594,-13.186225,7400.0
370,0.104875416,0.184265,7420.0,0.18329848,0.45,0.025,0.80511546,-13.266783,7420.0
371,0.10486324,0.18430424,7440.0,0.18319418,0.375,0.2,0.8051912,-12.914233,7440.0
372,0.10487729,0.18432072,7460.0,0.18318157,0.575,0.175,0.8052048,-13.774711,7460.0
373,0.10495316,0.1843388,7480.0,0.18317014,0.575,0.22499999999999998,0.80521816,-14.949284,7480.0
374,0.10494051,0.1843485,7500.0,0.18311144,0.425,0.175,0.8052874,-14.645289,7500.0
375,0.1049994,0.18436795,7520.0,0.1832034,0.525,0.275,0.80535054,-13.697105,7520.0
376,0.10498077,0.18439123,7540.0,0.18310541,0.5,0.1,0.8054464,-12.74662,7540.0
377,0.105015725,0.18441284,7560.0,0.18308489,0.475,0.15,0.80553293,-14.547739,7560.0
378,0.1050487,0.18441652,7580.0,0.18306802,0.425,0.2,0.80552787,-10.883062,7580.0
379,0.105025865,0.18442254,7600.0,0.1830837,0.425,0.22499999999999998,0.80556744,-13.548937,7600.0
380,0.10505829,0.18441562,7620.0,0.18310618,0.60,0.25,0.80555505,-14.866012,7620.0
381,0.10510145,0.18441126,7640.0,0.1830916,0.375,0.125,0.8055499,-13.719157,7640.0
382,0.10514621,0.18441242,7660.0,0.1831799,0.55,0.1,0.80553573,-13.931595,7660.0
383,0.10522607,0.18441677,7680.0,0.18317705,0.55,0.1,0.80557394,-11.223848,7680.0
384,0.10520414,0.18444608,7700.0,0.18308444,0.35,0.1,0.80562496,-17.20861,7700.0
385,0.10520523,0.18446918,7720.0,0.18307018,0.30,0.15000000000000002,0.8056771,-14.025997,7720.0
386,0.105292104,0.18448856,7740.0,0.18315357,0.60,0.175,0.80568916,-14.1794405,7740.0
387,0.10533467,0.18450606,7760.0,0.18322875,0.45,0.125,0.80571175,-13.828466,7760.0
388,0.10533545,0.18451288,7780.0,0.18320619,0.525,0.175,0.80567455,-13.539097,7780.0
389,0.10536924,0.18453074,7800.0,0.1832887,0.45,0.15,0.80573386,-13.89922,7800.0
390,0.105410874,0.18453106,7820.0,0.18330133,0.55,0.225,0.80567485,-14.838061,7820.0
391,0.10543992,0.18454105,7840.0,0.1832729,0.4,0.125,0.8057173,-16.30082,7840.0
392,0.10546048,0.18453279,7860.0,0.18319476,0.45,0.125,0.8056898,-12.547398,7860.0
393,0.10544326,0.18456036,7880.0,0.1831628,0.45,0.1,0.80577224,-10.119022,7880.0
394,0.105504945,0.18455149,7900.0,0.183127,0.55,0.15,0.8058226,-12.893919,7900.0
395,0.105532736,0.18455575,7920.0,0.18309742,0.3,0.175,0.8058041,-12.155431,7920.0
396,0.105529964,0.18456648,7940.0,0.18305562,0.55,0.1,0.8058214,-16.016674,7940.0
397,0.10549202,0.18459435,7960.0,0.18300565,0.55,0.15000000000000002,0.80586195,-15.570659,7960.0
398,0.10559268,0.18460667,7980.0,0.18303776,0.5,0.22499999999999998,0.8058321,-14.985114,7980.0
399,0.10572915,0.18460283,8000.0,0.18310924,0.475,0.1,0.80584604,-13.915571,8000.0
400,0.10577826,0.18462163,8020.0,0.18312334,0.5,0.15000000000000002,0.8058162,-12.798709,8020.0
401,0.105788104,0.18462808,8040.0,0.18311942,0.35,0.275,0.805844,-13.270571,8040.0
402,0.10576581,0.18464236,8060.0,0.18307829,0.55,0.15000000000000002,0.8059204,-13.532488,8060.0
403,0.105793886,0.18464898,8080.0,0.18308236,0.575,0.175,0.8059532,-15.359386,8080.0
404,0.10579858,0.18466221,8100.0,0.18306439,0.40,0.125,0.80596894,-14.580778,8100.0
405,0.10582068,0.18468267,8120.0,0.18304689,0.45,0.1,0.80603456,-15.525807,8120.0
406,0.10578874,0.18469428,8140.0,0.18300842,0.45,0.25,0.8060487,-13.631348,8140.0
407,0.1058088,0.18470909,8160.0,0.18297839,0.525,0.2,0.8060779,-14.62289,8160.0
408,0.105805896,0.18472737,8180.0,0.18289404,0.575,0.07500000000000001,0.8061132,-11.499189,8180.0
409,0.10583344,0.1847118,8200.0,0.18290257,0.6,0.15,0.8061275,-19.521324,8200.0
410,0.105831385,0.18474084,8220.0,0.18284379,0.525,0.30000000000000004,0.8061955,-14.278545,8220.0
411,0.105867565,0.18475376,8240.0,0.18289058,0.47500000000000003,0.22499999999999998,0.8061874,-14.061289,8240.0
412,0.10592825,0.18475027,8260.0,0.18294299,0.44999999999999996,0.15,0.8061871,-13.071146,8260.0
413,0.10591115,0.18476413,8280.0,0.18288957,0.525,0.15000000000000002,0.8062385,-12.366206,8280.0
414,0.10588763,0.18477896,8300.0,0.18285878,0.42500000000000004,0.15000000000000002,0.8063182,-12.833273,8300.0
415,0.10590373,0.1847868,8320.0,0.18282658,0.525,0.1,0.8063945,-13.461119,8320.0
416,0.10588501,0.18479924,8340.0,0.18273205,0.5,0.1,0.8064127,-12.56954,8340.0
417,0.10586145,0.18481052,8360.0,0.18270397,0.625,0.125,0.80643654,-15.818697,8360.0
418,0.10587165,0.18480228,8380.0,0.1826904,0.45,0.3,0.8064056,-9.477728,8380.0
419,0.10588493,0.18480313,8400.0,0.18271618,0.65,0.15000000000000002,0.8063944,-13.944075,8400.0
420,0.10590024,0.18480763,8420.0,0.18276735,0.375,0.175,0.8064272,-15.359751,8420.0
421,0.10586265,0.18482997,8440.0,0.18268274,0.525,0.175,0.8065231,-13.219379,8440.0
422,0.10586886,0.18484384,8460.0,0.18263125,0.55,0.15000000000000002,0.8065822,-11.971987,8460.0
423,0.105874635,0.18486084,8480.0,0.18258826,0.55,0.2,0.80662245,-13.798735,8480.0
424,0.10589807,0.1848656,8500.0,0.18260537,0.55,0.125,0.80666,-16.365574,8500.0
425,0.10591774,0.18487985,8520.0,0.18264616,0.375,0.25,0.80671006,-13.817432,8520.0
426,0.10592608,0.18488577,8540.0,0.18270755,0.525,0.125,0.80676526,-16.6814,8540.0
427,0.10588486,0.18489937,8560.0,0.1826363,0.5,0.1,0.80683416,-18.293434,8560.0
428,0.10586521,0.1849041,8580.0,0.18262254,0.55,0.2,0.806874,-10.063127,8580.0
429,0.10592412,0.18489712,8600.0,0.18265785,0.65,0.1,0.8068743,-16.58752,8600.0
430,0.10593451,0.18490618,8620.0,0.18263775,0.3,0.07500000000000001,0.80692416,-13.709312,8620.0
431,0.105964944,0.1849195,8640.0,0.18263745,0.5,0.125,0.80700415,-11.561115,8640.0
432,0.105990775,0.1849504,8660.0,0.18265112,0.4,0.15,0.8071301,-11.849723,8660.0
433,0.10601504,0.18496151,8680.0,0.18268251,0.525,0.275,0.80721354,-11.976966,8680.0
434,0.106000125,0.18498106,8700.0,0.18264188,0.55,0.125,0.8073206,-13.471941,8700.0
435,0.10603973,0.18498565,8720.0,0.18258576,0.75,0.25,0.807395,-12.470026,8720.0
436,0.10610154,0.18499975,8740.0,0.1826563,0.3,0.1,0.8074224,-12.616142,8740.0
437,0.10612141,0.18500067,8760.0,0.1826427,0.5,0.15,0.8074401,-12.532601,8760.0
438,0.106087774,0.18501082,8780.0,0.1825773,0.5,0.125,0.8075437,-12.42981,8780.0
439,0.106178686,0.18502806,8800.0,0.1825505,0.35,0.225,0.80759233,-12.8778925,8800.0
440,0.1062773,0.18504886,8820.0,0.18256666,0.45,0.075,0.8075969,-13.916864,8820.0
441,0.10627461,0.1850459,8840.0,0.18258335,0.525,0.175,0.80764717,-12.208787,8840.0
442,0.10624565,0.18506216,8860.0,0.18254691,0.475,0.22499999999999998,0.80772036,-12.775051,8860.0
443,0.106239796,0.18506198,8880.0,0.18258096,0.35,0.2,0.80774194,-14.924808,8880.0
444,0.10629661,0.18508671,8900.0,0.18258567,0.25,0.22499999999999998,0.8078113,-15.160913,8900.0
445,0.106339425,0.18510245,8920.0,0.18265681,0.55,0.125,0.8078304,-11.435399,8920.0
446,0.1064405,0.18511143,8940.0,0.18278486,0.25,0.07500000000000001,0.80781513,-12.993462,8940.0
447,0.10642089,0.18510813,8960.0,0.18272083,0.6,0.275,0.8078796,-17.230762,8960.0
448,0.10639867,0.1851239,8980.0,0.18269634,0.55,0.175,0.80795735,-15.4154215,8980.0
449,0.10647429,0.18513453,9000.0,0.18267941,0.625,0.175,0.8079502,-9.376129,9000.0
450,0.10650111,0.18512438,9020.0,0.18267918,0.4,0.15000000000000002,0.80797344,-12.392553,9020.0
451,0.10657208,0.18513243,9040.0,0.18269975,0.525,0.22499999999999998,0.80801964,-11.206768,9040.0
452,0.106595546,0.18514627,9060.0,0.18269145,0.35,0.1,0.80810046,-11.592261,9060.0
453,0.1066201,0.18514088,9080.0,0.18279845,0.55,0.15000000000000002,0.80809134,-11.270338,9080.0
454,0.106656596,0.18515955,9100.0,0.18275909,0.525,0.22499999999999998,0.80817133,-13.696564,9100.0
455,0.10668602,0.18517183,9120.0,0.18277068,0.675,0.2,0.8082595,-13.914654,9120.0
456,0.106705636,0.1851771,9140.0,0.18278468,0.25,0.25,0.8082977,-10.492663,9140.0
457,0.106732324,0.18519014,9160.0,0.18279378,0.45,0.2,0.80835944,-9.37562,9160.0
458,0.10676644,0.18518749,9180.0,0.18280502,0.55,0.22499999999999998,0.8084404,-14.246451,9180.0
459,0.10680696,0.1851707,9200.0,0.18275343,0.35,0.175,0.80845934,-14.129461,9200.0
460,0.10687342,0.1852028,9220.0,0.18284406,0.25,0.075,0.80850095,-12.404987,9220.0
461,0.10692609,0.18520424,9240.0,0.1828465,0.55,0.125,0.8084771,-12.601528,9240.0
462,0.10702113,0.18520336,9260.0,0.1828978,0.625,0.15000000000000002,0.80852,-11.060664,9260.0
463,0.10703771,0.18522364,9280.0,0.18290104,0.65,0.275,0.8086018,-13.280804,9280.0
464,0.10708383,0.18523861,9300.0,0.18288647,0.65,0.15,0.80868006,-11.476942,9300.0
465,0.10710853,0.18523234,9320.0,0.18293472,0.375,0.175,0.8086669,-11.57679,9320.0
466,0.10714404,0.18522379,9340.0,0.18295056,0.60,0.175,0.8086772,-15.712741,9340.0
467,0.107196815,0.18524708,9360.0,0.18296254,0.55,0.15000000000000002,0.8087187,-12.721507,9360.0
468,0.10719616,0.18524544,9380.0,0.18292774,0.4,0.1,0.80876476,-12.889917,9380.0
469,0.10724002,0.18526293,9400.0,0.18297291,0.55,0.1,0.80874294,-11.478193,9400.0
470,0.10726361,0.18528146,9420.0,0.1829163,0.55,0.30000000000000004,0.8087867,-13.144965,9420.0
471,0.10725897,0.18528672,9440.0,0.18284853,0.50,0.22499999999999998,0.808814,-14.5563545,9440.0
472,0.10727006,0.18528418,9460.0,0.1827933,0.55,0.175,0.80886596,-11.144693,9460.0
473,0.10728989,0.18528299,9480.0,0.18282558,0.5,0.2,0.80887127,-12.479605,9480.0
474,0.10726946,0.18528216,9500.0,0.18277115,0.35,0.25,0.8088634,-12.239323,9500.0
475,0.10728949,0.18527369,9520.0,0.18282337,0.60,0.225,0.80885696,-14.054745,9520.0
476,0.10730029,0.18527727,9540.0,0.18277903,0.525,0.2,0.80890113,-13.500818,9540.0
477,0.10732021,0.18529913,9560.0,0.18276407,0.575,0.15,0.8089544,-14.176577,9560.0
478,0.1072953,0.18531093,9580.0,0.1827317,0.575,0.1,0.8090388,-13.637608,9580.0
479,0.10728706,0.18531838,9600.0,0.1827085,0.55,0.15000000000000002,0.8090651,-11.550122,9600.0
480,0.10728321,0.18532571,9620.0,0.18265124,0.575,0.25,0.80914235,-13.809761,9620.0
481,0.10727914,0.18534566,9640.0,0.18263151,0.525,0.175,0.809223,-11.47924,9640.0
482,0.10724631,0.18535689,9660.0,0.18256998,0.55,0.2,0.8092777,-11.91931,9660.0
483,0.10723403,0.18537883,9680.0,0.18252309,0.475,0.15000000000000002,0.80934936,-12.806503,9680.0
484,0.107244216,0.1853936,9700.0,0.18250687,0.6,0.175,0.80938464,-12.819061,9700.0
485,0.107239336,0.18540001,9720.0,0.18250181,0.55,0.22499999999999998,0.80942297,-12.831617,9720.0
486,0.10724876,0.18539417,9740.0,0.18248199,0.35,0.1,0.80941707,-13.407421,9740.0
487,0.10721792,0.18541288,9760.0,0.18241437,0.6,0.15,0.8095079,-14.577569,9760.0
488,0.10722263,0.1854298,9780.0,0.1824197,0.525,0.2,0.8095734,-12.612406,9780.0
489,0.107217304,0.18544672,9800.0,0.1824072,0.656,0.25,0.80960083,-11.171841,9800.0
490,0.10724729,0.18546098,9820.0,0.18239634,0.4,0.2,0.80970067,-15.677111,9820.0
491,0.10723864,0.18547896,9840.0,0.18238974,0.45,0.175,0.8097403,-12.128685,9840.0
492,0.10726115,0.18549365,9860.0,0.18240617,0.475,0.125,0.80982906,-17.37292,9860.0
493,0.107285805,0.18549368,9880.0,0.18240215,0.475,0.125,0.80981237,-12.133434,9880.0
494,0.10727647,0.18550366,9900.0,0.18235399,0.55,0.175,0.8098557,-14.742296,9900.0
495,0.10724232,0.18551862,9920.0,0.18227689,0.25,0.2,0.8099254,-13.883539,9920.0
496,0.1072643,0.18550527,9940.0,0.182301,0.575,0.2,0.80993336,-12.745552,9940.0
497,0.107260466,0.185513,9960.0,0.18229936,0.60,0.15,0.80991435,-12.653431,9960.0
498,0.107290976,0.18552135,9980.0,0.18229522,0.525,0.3,0.8099529,-12.330748,9980.0
499,0.107280456,0.18553025,10000.0,0.18227182,0.55,0.2,0.8099861,-14.076349,10000.0
